0.510 9.5  1.1
0.530 10.1  0.7
0.550 13  1.3
0.570 14.1  0.8
0.590 17.5  0.9
0.610 18.5  1
0.630 20  0.8
0.650 25  1
0.670 31.5  1.1
0.690 36.9  1.2
0.710 43.3  1.2
0.730 54.7  1.4
0.750 72.8  5.4
0.790 111.9  1.8
0.810 119.9  2
0.830 127.4  1.5
0.850 138.9  1.3
0.870 137.3  1.5
0.890 144.2  1.2
0.910 147  0.7
0.930 150.5  1

