0.61 45.82339 12.17383
0.63 44.69187 7.42424
0.65 52.61119 9.06445
0.67 54.38263 9.93100
0.69 61.12542 14.59352
0.71 71.23108 9.74021
0.73 82.88584 12.38007
0.75 83.58349 16.47832
0.77 90.21847 22.34511
0.79 100.71943 7.70325
0.81 95.92960 4.92473
0.83 92.69425 15.78602
0.85 103.33439 19.06070
0.87 105.59124 14.86715
0.89 104.26263 14.30883
0.91 101.0 13.6
0.93 113.2 10.7
0.95 123.2 14.0
0.97 110.1 15.6
0.99 205.2 11.3
1.01 233.5 32.0
1.03 178.5 71.9
1.05 192.2 17.2
1.07 257.0 17.8
1.09 246.7 30.5
1.11 262.4 13.4
1.13 221.75283 34.27848
1.15 267.35595 24.08565
1.17 274.64000 27.30594
1.19 257.97535 32.80068
1.21 265.16117 20.33054
1.23 255.71170 17.21218
1.25 258.17819 22.12230
1.27 258.51351 17.52042
1.29 273.20326 16.43053
1.31 297.25929 13.99619
1.33 279.63279 24.23343
1.35 305.64367 15.17792
1.37 296.89664 21.65748
1.39 312.81432 17.78229
1.41 312.15527 14.23210
1.43 307.84058 17.77004
1.45 320.17664 17.86701
1.47 346.72525 8.43372
1.49 359.26084 21.69984
1.51 365.60806 10.92224
1.53 356.78596 25.20751
1.55 382.07872 25.42694
1.57 383.92907 36.70868
1.59 385.25073 8.13857
