0.35	-0.01	0.01
0.45	-0.14	0.03
0.55	-0.4	0.05
0.65	-0.57	0.08
0.75	-0.95	0.11
0.85	-1.23	0.12
0.95	-1.59	0.16
1.05	-2.19	0.21
1.15	-1.97	0.23
1.25	-2.44	0.33
1.35	-2.87	0.38
1.45	-3.08	0.47
