0.61 55.45455 3.50000
0.63 60.00000 3.50000
0.65 65.45455 3.00000
0.67 62.72727 3.50000
0.69 68.18182 3.00000
0.71 74.54545 3.50000
0.73 78.18182 3.50000
0.75 80.36364 3.00000
0.77 79.63636 4.50000
0.79 77.27273 3.50000
0.81 83.63636 3.50000
0.83 83.63636 3.00000
0.85 86.36364 3.50000
0.87 88.18182 3.00000
0.89 92.72727 3.00000
0.91 100.90909 2.00000
0.93 100.90909 3.50000
0.95 111.81818 7.00000
0.97 130.00000 23.00000
0.99 232.72727 12.00000
1.01 209.09091 18.20000
1.03 225.45455 22.00000
1.05 246.36364 9.00000
1.07 250.00000 9.00000
1.09 250.90909 7.50000
1.11 251.81818 8.00000
1.13 258.18182 8.00000
1.15 260.00000 8.00000
1.17 261.81818 8.00000
1.19 260.90909 8.00000
1.21 269.09091 8.00000
1.23 270.90909 8.50000
1.25 276.36364 8.00000
1.27 276.36364 9.50000
1.29 283.63636 9.50000
1.31 287.27273 9.50000
1.33 292.72727 10.00000
1.35 296.36364 9.00000
1.37 298.18182 10.00000
1.39 303.63636 8.00000
1.41 315.57325 11.17834
1.43 313.85350 9.45860
1.45 320.73248 9.45860
1.47 320.73248 6.01911
1.49 325.03185 8.59873
1.51 340.50955 10.31847
1.53 343.94904 8.59873
1.55 341.36943 6.01911
1.57 352.54777 5.15924
1.59 354.26752 3.43949
1.61 363.72611 4.29936
1.63 368.02548 6.87898
1.65 364.58599 3.43949
1.67 374.90446 6.87898
1.69 375.76433 6.01911
1.71 380.92357 7.73885
1.73 393.82166 12.03822
1.75 393.82166 8.59873
1.77 393.82166 5.15924
1.79 395.54140 10.31847
1.81 402.42038 17.19745
1.83 401.56051 4.29936
1.85 414.45860 12.03822
1.87 395.54140 13.75796
1.89 404.14013 12.03822
