0.55					0	0.5
0.625					0	0.5
0.665					0	0.5
0.69					0	0.5
0.71					0	0.5
0.73					0	0.5
0.745					0	0.5
0.755					0	0.5
0.765					0	0.5
0.775					0	0.5
0.785					0	0.5
0.795					0	0.5
0.81					0.4	1
0.83					1	0.9
0.85					1.6	1
0.87					2.5	1
0.89					3.3	1
0.91					4.4	1
0.935					6.4	1.2
0.965					8.9	1.4
1					12	2
1.04					19	2.5
1.075					27	4
1.105					34	4
1.135					40	5
1.15					44	7
