0.97 153.08 4.5   
0.99 154.49  1.6
1.01 157.01   3.
1.03 160.93   3.
1.05 160.93   3.1
1.07 163.18   3.1
1.09 163.18   2.
1.11 163.18   1.8
1.13 165.14   3.4
1.15 166.82   3.6
1.17 166.26   3.9
1.19 170.19   3.3
1.21 170.19   3.1
1.23 169.91   2.3
1.25 169.35   2.5
1.27 170.47   2.7
1.29 169.91   2.3
1.31 170.47   2.5
1.33 171.31   2.5
1.35 172.15   2.3
1.37 169.07   2.2
1.39 171.59   1.7
1.41 173.55   2.8
1.43 172.15   3.1
1.45 174.67   2.3
1.47 170.19   2.2
1.49 174.39   2.1
1.51 172.99   1.5
1.53 171.87   2.1
1.55 172.99   2.5
1.57 161.21   8.7
1.59 167.94   2.1
1.61 153.08   4.8
1.63 157.85   3.4
1.65 151.96   4.2
1.67 154.77   3.9
1.69 158.69   3.4
1.71 155.05   3.1
1.73 162.34   3.9
1.75 165.14   2.8
1.77 162.06   3.6
1.79 161.50   2.2
1.81 169.91   2.5
1.83 164.86   6.4
1.85 168.50   2.1
1.87 162.06   2.1
1.89 170.19   2.3
2.     180.    20.
