0.91											0.95	0.02
0.935											0.85	0.05
0.965											0.8	0.05
1											0.78	0.05
1.04											0.78	0.05
1.075											0.8	0.05
1.105											0.82	0.06
1.135											0.86	0.07
1.15											0.9	0.1
