0.35	-3.78	1.72
0.45	-8.02	1.15
0.55	-9.91	1.26
0.65	-13.41	1.55
0.75	-14.59	1.6
0.85	-15.81	2.06
0.95	-20.57	2.06
1.05	-22.46	2.64
1.15	-23.66	2.52
1.25	-26.76	3.15
1.35	-30.31	3.55
1.45	-28.19	5.3
