0.362162162162162	-0.4	2.3
0.51	-7.3	1.4
0.6	-10.4	1.6
0.68	-15.3	1.3
0.76	-19.4	1.7
0.835	-20.7	2.1
0.905	-21	2.3
0.98	-22.3	2.3
