  0.8250000    14.70000        1.200000      
  0.8350000    19.70000        1.100000    
  0.8450000    23.50000        1.200000    
  0.8550000    30.00000        0.900000    
  0.8650000    40.80000        1.100000    
  0.8750000    52.40000        1.300000    
  0.8850000    65.10000        2.400000    
  0.8950000    93.30000        4.600000    
  0.9050000    107.9000        2.400000    
  0.9150000    122.5000        1.400000    
  0.9250000    131.8000        1.500000    
  0.9350000    140.9000        1.400000    
  0.9450000    149.8000        1.300000    
  0.9650000    154.6000        1.500000    
  0.9850000    158.5000        1.500000    
   1.010000     166.0000        1.400000    
   1.030000     166.5000        1.300000 
   1.070000       169.8000        1.500000  
   1.110000       172.8000        1.900000    
   1.150000       172.3000        1.900000    
   1.190000       161.6000        5.300000    
   1.230000       159.8000        7.900000    
   1.270000       150.4000        6.400000    
   1.310000       121.8000        21.30000    
   1.330000       134.9000        13.30000    
   1.350000       133.8000        13.40000    
   1.370000       137.8000        10.50000    
   1.390000       131.5000        10.30000    
   1.410000       151.9000        12.60000    
   1.430000       136.6000        13.40000    
   1.450000       154.4000        13.40000
   1.470000       145.7000        18.70000    
   1.490000       136.6000        14.30000    
   1.510000       112.8000        13.90000    
   1.530000       106.4000        9.700000    
   1.550000       114.8000        10.70000    
   1.580000       94.20000        8.900000    
   1.620000       90.30000        6.700000    
   1.660000       104.2000        6.100000    
   1.700000       112.5000        5.500000    
   1.740000       136.8000        5.100000    
   1.780000       158.1000        5.000000    
   1.820000       165.0000        5.500000 
   1.860000       139.2000        6.000000    
   1.920000       107.4000        5.700000    
   1.960000       98.10000        6.300000    
   2.000000       115.1000        9.500000    
   2.040000       93.70000        5.400000    
   2.080000       101.3000        8.400000    
   2.120000       108.1000        5.100000    
   2.160000       111.3000        7.100000    
   2.200000       117.8000        15.40000    
   2.240000       130.4000        12.30000    
   2.280000       116.3000        11.20000  
   2.320000       113.5000        13.90000    
   2.380000       120.1000        9.400000    
   2.440000       128.1000        11.60000    
   2.520000       124.4000        12.10000    

