  0.8250000       0.4400000       2.0000000E-02     
  0.8350000       0.5850000       1.7999999E-02   
  0.8450000       0.6910000       1.8999999E-02  
  0.8550000       0.8670000       1.4000000E-02   
  0.8650000        1.132000       1.5000000E-02      
  0.8750000        1.372000       1.1000000E-02   
  0.8850000        1.571000       1.1000000E-02      
  0.8950000        1.729000       4.9999999E-03   
  0.9050000        1.648000       1.3000000E-02      
  0.9150000        1.461000       1.3000000E-02      
  0.9250000        1.291000       1.7000001E-02     
  0.9350000        1.091000       1.8999999E-02    
  0.9450000       0.8700000       2.0000000E-02       
  0.9650000       0.7430000       2.4000000E-02       
  0.9850000       0.6350000       2.4000000E-02    
   1.010000       0.4180000       2.4000000E-02     
   1.030000       0.4050000       2.2000000E-02    
   1.070000       0.3070000       2.6000001E-02    
   1.110000       0.2170000       3.3000000E-02    
   1.150000       0.2320000       3.3000000E-02  
   1.190000       0.2030000       5.5000000E-02      
   1.230000       0.1180000       5.9999999E-02  
   1.270000       0.1070000       4.1999999E-02   
   1.310000       9.4999999E-02   1.7999999E-02 
   1.330000       0.1590000       5.7000000E-02  
   1.350000       0.1400000       2.9999999E-02   
   1.370000       0.1690000       2.8999999E-02      
   1.390000       0.1670000       2.1000000E-02      
   1.410000       0.1660000       1.5000000E-02      
   1.430000       0.1440000       1.5000000E-02      
   1.450000       0.1420000       1.8999999E-02
   1.470000       0.1220000       1.4000000E-02    
   1.490000       0.1410000       9.9999998E-03   
   1.510000       0.1350000       2.4000000E-02     
   1.530000       0.1790000       2.8000001E-02      
   1.550000       0.1620000       2.3000000E-02     
   1.580000       0.3490000       2.0000000E-02    
   1.620000       0.4930000       2.1000000E-02     
   1.660000       0.6660000       3.4000002E-02    
   1.700000       0.7280000       3.0999999E-02     
   1.740000       0.7680000       3.0999999E-02  
   1.780000       0.6910000       2.8999999E-02    
   1.820000       0.6700000       3.4000002E-02 
   1.860000       0.4110000       2.7000001E-02 
   1.920000       0.4220000       2.6000001E-02    
   1.960000       0.4610000       5.7000000E-02     
   2.000000       0.5340000       2.6000001E-02  
   2.040000       0.6830000       2.9999999E-02      
   2.080000       0.6700000       3.5000000E-02      
   2.120000       0.6250000       2.9999999E-02  
   2.160000       0.5860000       2.9999999E-02      
   2.200000       0.5580000       7.1000002E-02     
   2.240000       0.4970000       7.2999999E-02    
   2.280000       0.5360000       5.2000001E-02   
   2.320000       0.5850000       5.9000000E-02   
   2.380000       0.5430000       4.8000000E-02       
   2.440000       0.5660000       5.2000001E-02    
   2.520000       0.6110000       5.0000001E-02   
