0.730000       6.00000         0.900000  
0.780000       10.00000        0.700000  
0.820000       14.00000        0.500000
0.845000       23.90000        0.500000
0.855000       28.30000        0.500000
0.865000       39.50000        0.500000
0.875000       49.60000        0.600000
0.885000       70.60000        1.100000
0.8950000      96.20000        3.100000    
0.9050000      108.30000       1.300000    
0.9150000      122.40000       0.800000    
0.9250000      134.60000       0.700000    
0.9350000      140.40000       0.600000    
0.9450000      147.40000       0.600000 
0.955          150.90000       0.700000
0.980          157.00000       0.300000  
1.020000       162.90000       0.400000
1.14     169.         1.     
1.18     173.         2.
1.22     171.         2.
1.26     157.         4.
1.30     157.         9.
1.34     164.         10.
1.38     154.         8.
1.42     163.         7.
1.46     169.         8.
1.50     103.         18.
1.56     114.         11.
1.65     111.         8.
1.75     144.         4.
1.85     187.         8.

