  1.58000004   131.100006    8.30000019
  1.62         122.300003    7.
  1.65999997   117.900002    4.0999999
  1.70000005   109.400002    7.30000019
  1.74000001   135.          6.19999981
  1.77999997   142.399994    5.30000019
  1.82000005   147.399994    6.0999999
  1.86000001   128.5         4.69999981
  1.91999996   129.899994    4.
  1.96000004   106.5         5.80000019
  2.           117.099998    5.5
  2.03999996   93.3000031    4.80000019
  2.07999992   103.400002    6.
  2.11999989   112.900002    8.10000038
  2.16000009   123.099998    4.0999999
  2.20000005   133.5         12.3999996
  2.24000001   154.          14.8999996
  2.27999997   135.399994    11.1999998
  2.31999993   123.5         14.1999998
  2.38000011   142.300003    9.19999981
  2.44000006   148.5         11.1000004
  2.51999998   148.899994    11. 

