  0.72999999999999998       0.18104860593330541        2.7034499015417490E-002  !Estimated from phase shift of Estabrooks in elastic region
  0.78000000000000003       0.30076746090673584        2.0816544378899293E-002
  0.81999999999999995       0.41902100704421802        1.4649873314080075E-002
  0.84499999999999997       0.70172579984305106        1.3792048476438112E-002
  0.85499999999999998       0.82114485045942831        1.3276974698094302E-002
  0.86499999999999999        1.1017197751621755        1.1621003134263841E-002
  0.87500000000000000        1.3190230167070680        1.1683056708768902E-002
  0.88500000000000001        1.6337095369601189        1.0743598673212285E-002
  0.89500000000000002        1.7219199491471719        1.2635739178354921E-002
  0.90500000000000003        1.6444531359540908        1.2761793154893564E-002
  0.91500000000000004        1.4624188393431026        1.3100560101537484E-002
  0.92500000000000004        1.2332652663702195        1.4949924648422819E-002
  0.93500000000000005        1.1040507170061882        1.4035844410710929E-002
  0.94499999999999995       0.93317835722149611        1.5331283421488595E-002
  0.95499999999999996       0.84235757404129408        1.8552292650837243E-002
  0.97999999999999998       0.67676615531557793        8.3572942352188040E-003
   1.0200000000000000       0.50929277451915689        1.1569762095614056E-002
1.14     0.35         0.02     !Real data
1.18     0.21         0.05
1.22     0.28         0.05
1.26     0.40         0.12
1.30     0.13         0.03
1.34     0.20         0.05
1.38     0.19         0.03
1.42     0.20         0.05
1.46     0.21         0.01
1.50     0.16         0.07
1.56     0.22         0.05
1.65     0.50         0.02
1.75     0.53         0.02
1.85     0.52         0.03

