  1.91999996   124.400002    6.30000019                
  1.96000004   124.5         4.0999999
  2.           154.100006    5.80000019
  2.03999996   154.600006    5.5999999
  2.07999992   153.399994    5.
  2.11999989   159.199997    7.30000019
  2.16000009   162.199997    6.0999999
  2.20000005   167.199997    14.3999996
  2.24000001   178.399994    15.5
  2.27999997   160.600006    10.6000004
  2.31999993   168.          16.7999992
  2.38000011   160.          9.
  2.44000000   165.800003    11.3000002  
  2.51999998   162.          10.8999996
