  1.30999994   0.323000014   0.0579999983
  1.33000004   0.43599999    0.0189999994    
  1.35000002   0.592000008   0.0359999985  
  1.37         0.686999977   0.0340000018  
  1.38999999   0.896000028   0.0280000009  
  1.40999997   0.973999977   0.023        
  1.42999995   1.09399998    0.0219999999  
  1.45000005   1.03999996    0.0219999999  
  1.47000003   0.880999982   0.0219999999  
  1.49000001   0.828000009   0.0140000004   
  1.50999999   0.723999977   0.0189999994  
  1.52999997   0.600000024   0.0209999997   
  1.54999995   0.578999996   0.0199999996  
  1.58000004   0.488999993   0.0350000001  
  1.62         0.38499999    0.0219999999   
  1.65999997   0.361000001   0.0350000001  
  1.70000005   0.372999996   0.0280000009 
  1.74000001   0.379999995   0.0280000009  
  1.77999997   0.398999989   0.0280000009  
  1.82000005   0.437999994   0.0289999992  
  1.86000001   0.370000005   0.0370000005
  1.91999996   0.361000001   0.0280000009  
  1.96000004   0.324000001   0.0350000001 
  2.           0.298999995   0.0240000002  
  2.03999996   0.296999991   0.0309999995   
  2.07999992   0.268000007   0.0209999997   
  2.11999989   0.284999996   0.0350000001  
  2.16000009   0.321999997   0.0299999993  
  2.20000005   0.335999995   0.0759999976  
  2.24000001   0.36500001    0.0790000036  
  2.27999997   0.400999993   0.057         
  2.31999993   0.409999996   0.057          
  2.38000011   0.432000011   0.0480000004   
  2.44000006   0.483999997   0.0549999997  
  2.51999998   0.508000016   0.0540000014   
